,Date,Dollar in PKR,high ex rate in PKR,low ex rate in PKR,change in ex rate (PKR) %,Dollar in INR,high ex rate in INR,low ex rate in INR,change in ex rate (INR) %
317,12/03/2017,105.23,105.52,105.25,0.19%,64.48,64.61,64.23,-0.06%
318,11/26/2017,105.03,105.43,105.18,-0.14%,64.52,64.833,64.28,-0.25%
319,11/19/2017,105.18,105.42,105.2,0.36%,64.68,65.13,64.555,-0.52%
320,11/12/2017,104.8,105.415,104.95,-0.31%,65.015,65.545,64.625,-0.27%
321,11/05/2017,105.13,105.445,105.15,-0.07%,65.19,65.208,64.615,0.98%
322,10/29/2017,105.2,105.445,105.29,-0.05%,64.56,64.96,64.48,-0.74%
323,10/22/2017,105.25,105.43,105.1,0.10%,65.04,65.2,64.725,0.00%
324,10/15/2017,105.15,105.405,104.9,0.05%,65.04,65.165,64.695,0.53%
325,10/08/2017,105.1,105.46,105.225,-0.14%,64.7,65.43,64.7,-1.07%
326,10/01/2017,105.25,105.47,105.225,-0.01%,65.4,65.642,64.955,0.14%
327,09/24/2017,105.26,105.435,105.25,0.01%,65.31,65.895,64.725,0.79%
328,09/17/2017,105.25,105.43,105.15,0.10%,64.795,65.155,64.002,1.07%
329,09/10/2017,105.15,105.425,105.05,0.14%,64.11,64.175,63.837,0.51%
330,09/03/2017,105.0,105.405,105.09,-0.24%,63.785,64.262,63.78,-0.37%
331,08/27/2017,105.25,105.425,105.205,0.01%,64.025,64.06,63.855,0.03%
332,08/20/2017,105.24,105.405,105.315,0.07%,64.005,64.157,64.005,-0.14%
333,08/13/2017,105.17,105.415,105.195,-0.09%,64.095,64.328,63.935,-0.07%
334,08/06/2017,105.26,105.435,105.27,0.03%,64.14,64.27,63.62,0.73%
335,07/30/2017,105.23,105.405,105.18,0.11%,63.675,64.294,63.611,-0.69%
336,07/23/2017,105.11,105.35,105.12,0.02%,64.115,64.465,64.065,-0.42%
337,07/16/2017,105.09,105.4,105.05,-0.58%,64.385,64.46,64.245,-0.06%
338,07/09/2017,105.7,108.625,104.825,0.96%,64.424,64.638,64.424,-0.31%
339,07/02/2017,104.7,104.915,104.7,-0.05%,64.625,64.93,64.54,0.01%
340,06/25/2017,104.75,104.895,104.775,0.05%,64.62,64.84,64.405,0.18%
341,06/18/2017,104.7,104.875,104.65,0.00%,64.505,64.7,64.34,0.06%
342,06/11/2017,104.7,104.895,104.675,0.10%,64.465,64.75,64.245,0.34%
343,06/04/2017,104.6,104.88,104.7,-0.10%,64.245,64.515,64.167,-0.26%
344,05/28/2017,104.7,104.895,104.745,-0.09%,64.415,64.707,64.345,-0.15%
345,05/21/2017,104.795,104.955,104.795,0.02%,64.51,64.955,64.425,-0.09%
346,05/14/2017,104.775,104.875,104.675,0.02%,64.565,65.025,63.985,0.50%
347,05/07/2017,104.75,104.88,104.62,0.02%,64.243,64.7,64.195,-0.11%
348,04/30/2017,104.725,104.875,104.575,-0.07%,64.315,64.395,64.115,0.04%
349,04/23/2017,104.8,104.97,104.7,-0.02%,64.29,64.558,63.94,-0.56%
350,04/16/2017,104.825,104.895,104.645,0.00%,64.65,64.738,64.305,0.26%
351,04/09/2017,104.82,104.93,104.62,0.01%,64.48,64.745,64.278,0.33%
352,04/02/2017,104.81,104.91,104.7,0.06%,64.27,65.174,64.154,-0.91%
353,03/26/2017,104.75,104.91,104.65,-0.05%,64.86,65.28,64.8,-0.86%
354,03/19/2017,104.8,104.91,104.72,-0.01%,65.425,65.59,65.225,-0.08%
355,03/12/2017,104.815,104.965,104.755,0.03%,65.475,66.265,65.255,-1.62%
356,03/05/2017,104.785,104.925,104.725,-0.04%,66.555,66.88,66.555,-0.34%
357,02/26/2017,104.825,104.885,104.725,0.02%,66.78,66.92,66.65,0.20%
358,02/19/2017,104.8,104.87,104.7,-0.05%,66.645,67.085,66.615,-0.65%
359,02/12/2017,104.85,104.87,104.69,0.14%,67.08,67.167,66.8,0.34%
360,02/05/2017,104.7,104.9,104.7,-0.10%,66.854,67.486,66.741,-0.49%
361,01/29/2017,104.8,104.9,104.7,-0.05%,67.184,68.119,67.184,-1.35%
362,01/22/2017,104.85,104.88,104.75,0.05%,68.105,68.255,67.98,0.04%
363,01/15/2017,104.8,104.88,104.75,-0.08%,68.075,68.335,67.87,-0.15%
364,01/08/2017,104.88,104.88,104.64,0.48%,68.18,68.511,67.96,0.10%
365,01/01/2017,104.375,104.825,104.375,-0.41%,68.115,68.455,67.745,0.24%
366,12/25/2016,104.8,104.92,104.8,-0.05%,67.955,68.261,67.705,0.17%
367,12/18/2016,104.85,104.9,104.65,0.14%,67.837,68.111,67.708,-0.03%
368,12/11/2016,104.7,104.9,104.7,-0.14%,67.855,67.95,67.37,0.57%
369,12/04/2016,104.85,104.9,104.8,0.02%,67.47,68.28,67.318,-0.82%
370,11/27/2016,104.825,104.945,104.725,0.02%,68.031,68.81,68.01,-0.71%
371,11/20/2016,104.8,104.87,104.63,0.10%,68.519,68.881,68.02,0.48%
372,11/13/2016,104.695,104.725,104.525,-0.03%,68.191,68.25,67.46,0.93%
373,11/06/2016,104.73,105.01,104.73,0.03%,67.565,67.565,66.252,1.15%
374,10/30/2016,104.695,105.015,104.695,-0.03%,66.796,66.87,66.63,0.03%
375,10/23/2016,104.73,104.84,104.64,0.10%,66.778,66.96,66.691,-0.22%
376,10/16/2016,104.625,104.825,104.505,-0.12%,66.926,67.005,66.61,0.31%
377,10/09/2016,104.75,104.75,104.45,0.23%,66.717,66.99,66.473,0.17%
378,10/02/2016,104.505,105.045,104.505,-0.29%,66.602,66.89,66.373,0.07%
379,09/25/2016,104.81,104.88,104.47,0.29%,66.556,66.955,66.327,-0.23%
380,09/18/2016,104.51,104.71,104.26,0.20%,66.707,67.145,66.53,-0.55%
381,09/11/2016,104.3,104.65,104.25,-0.07%,67.075,67.148,66.727,0.27%
382,09/04/2016,104.375,104.875,104.375,-0.38%,66.895,66.895,66.275,0.15%
383,08/28/2016,104.77,104.94,104.75,0.05%,66.795,67.247,66.617,-0.51%
384,08/21/2016,104.715,104.775,104.665,0.00%,67.136,67.37,66.831,0.00%
385,08/14/2016,104.71,104.78,104.5,0.15%,67.137,67.205,66.688,0.34%
386,08/07/2016,104.55,104.84,104.3,-0.25%,66.908,66.985,66.6,0.10%
387,07/31/2016,104.815,104.925,104.505,0.06%,66.842,67.015,66.57,0.28%
388,07/24/2016,104.755,104.955,104.755,0.00%,66.655,67.495,66.625,-0.74%
389,07/17/2016,104.75,105.0,104.7,0.00%,67.154,67.273,67.012,0.02%
390,07/10/2016,104.75,104.75,104.65,0.00%,67.141,67.308,66.802,0.00%
391,07/03/2016,104.75,104.93,104.65,-0.05%,67.139,67.555,67.07,-0.08%
392,06/26/2016,104.8,104.88,104.68,0.10%,67.19,68.09,67.15,-1.02%
393,06/19/2016,104.7,104.96,104.33,0.57%,67.885,68.223,67.073,1.21%
394,06/12/2016,104.11,104.73,104.1,-0.58%,67.074,67.454,66.9,0.18%
395,06/05/2016,104.72,104.99,104.64,-0.03%,66.952,67.055,66.451,-0.07%
396,05/29/2016,104.75,105.0,104.7,-0.01%,67.0,67.519,67.0,-0.05%
397,05/22/2016,104.765,104.905,104.595,0.09%,67.031,67.78,66.875,-0.56%
398,05/15/2016,104.675,104.755,104.555,0.01%,67.408,67.61,66.675,0.83%
399,05/08/2016,104.66,104.88,104.66,-0.13%,66.855,66.925,66.395,0.38%
400,05/01/2016,104.8,104.91,104.69,0.03%,66.6,66.715,66.235,0.26%
401,04/24/2016,104.765,104.945,104.705,0.08%,66.425,66.852,66.29,-0.35%
402,04/17/2016,104.685,104.825,104.685,-0.01%,66.66,66.731,66.095,0.00%
403,04/10/2016,104.7,104.8,104.7,-0.06%,66.66,66.69,66.271,0.16%
404,04/03/2016,104.76,104.91,104.66,-0.04%,66.551,66.826,66.024,0.28%
405,03/27/2016,104.8,104.85,104.65,0.09%,66.365,66.912,66.13,-0.69%
406,03/20/2016,104.705,104.845,104.655,0.00%,66.829,66.956,66.383,0.67%
407,03/13/2016,104.705,104.955,104.575,-0.05%,66.384,67.46,66.256,-0.80%
408,03/06/2016,104.76,104.95,104.57,0.01%,66.921,67.515,66.895,-0.03%
409,02/28/2016,104.75,104.89,104.5,-0.04%,66.938,68.792,66.881,-2.62%
410,02/21/2016,104.79,104.92,104.66,0.33%,68.737,68.909,68.384,0.28%
411,02/14/2016,104.45,104.94,104.17,-0.38%,68.545,68.69,68.01,0.63%
412,02/07/2016,104.85,105.06,104.3,0.00%,68.118,68.496,67.78,0.45%
413,01/31/2016,104.85,105.06,104.85,-0.03%,67.81,68.265,67.495,-0.10%
414,01/24/2016,104.885,105.035,104.785,-0.04%,67.878,68.265,67.493,0.49%
415,01/17/2016,104.925,105.055,104.875,0.02%,67.549,68.18,67.5,-0.33%
416,01/10/2016,104.9,105.0,104.67,0.05%,67.775,67.869,66.708,1.39%
417,01/03/2016,104.85,105.05,104.85,0.05%,66.847,66.981,66.165,0.92%
418,12/27/2015,104.8,105.0,104.7,0.04%,66.235,66.495,66.03,0.32%
419,12/20/2015,104.755,105.075,104.235,0.44%,66.025,66.385,65.946,-0.35%
420,12/13/2015,104.3,105.39,103.58,-1.09%,66.255,67.18,66.228,-1.33%
421,12/06/2015,105.45,105.57,105.4,-0.07%,67.148,67.148,66.57,0.76%
422,11/29/2015,105.525,105.575,105.415,0.05%,66.643,66.995,66.385,-0.39%
423,11/22/2015,105.475,105.475,105.375,0.02%,66.907,66.91,66.057,1.29%
424,11/15/2015,105.45,105.56,104.52,-0.06%,66.058,66.325,65.853,0.00%
425,11/08/2015,105.515,105.605,105.455,0.11%,66.059,66.5,66.005,-0.12%
426,11/01/2015,105.4,105.59,104.5,0.81%,66.14,66.14,65.33,1.10%
427,10/25/2015,104.55,104.59,104.44,0.11%,65.423,65.47,64.788,0.82%
428,10/18/2015,104.435,104.525,104.335,-0.03%,64.892,65.23,64.681,0.29%
429,10/11/2015,104.465,104.555,104.345,0.01%,64.703,65.192,64.639,-0.12%
430,10/04/2015,104.45,104.62,104.45,0.05%,64.78,65.44,64.689,-0.89%
431,09/27/2015,104.4,104.52,104.35,0.00%,65.364,66.441,65.358,-1.22%
432,09/20/2015,104.4,104.54,104.34,-0.07%,66.17,66.38,65.56,0.46%
433,09/13/2015,104.475,104.475,103.975,0.26%,65.868,66.52,65.67,-0.56%
434,09/06/2015,104.205,104.235,104.025,0.29%,66.241,66.913,66.238,-0.67%
435,08/30/2015,103.905,104.255,101.955,1.85%,66.685,66.785,66.04,0.81%
436,08/23/2015,102.02,102.02,101.81,0.17%,66.15,66.91,65.865,0.18%
437,08/16/2015,101.85,101.97,101.79,-0.03%,66.034,66.045,65.061,1.39%
438,08/09/2015,101.885,101.985,101.785,0.01%,65.129,65.38,63.707,2.18%
439,08/02/2015,101.875,101.955,101.815,0.00%,63.739,64.19,63.65,-0.39%
440,07/26/2015,101.875,102.015,101.815,0.02%,63.988,64.27,63.74,-0.18%
441,07/19/2015,101.85,102.05,101.74,0.04%,64.106,64.18,63.47,0.97%
442,07/12/2015,101.805,101.965,101.655,-0.04%,63.492,63.61,63.265,0.21%
443,07/05/2015,101.85,101.9,101.78,0.00%,63.358,63.66,63.254,-0.08%
444,06/28/2015,101.85,101.89,101.78,0.05%,63.411,63.95,63.296,-0.06%
445,06/21/2015,101.8,101.85,101.75,0.05%,63.452,63.71,63.44,-0.08%
446,06/14/2015,101.75,102.02,101.75,-0.15%,63.5,64.33,63.42,-0.94%
447,06/07/2015,101.9,102.01,101.84,-0.11%,64.1,64.2,63.75,0.52%
448,05/31/2015,102.015,102.075,101.895,0.01%,63.77,64.27,63.53,0.04%
449,05/24/2015,102.0,102.05,101.79,0.12%,63.743,64.17,63.49,0.40%
450,05/17/2015,101.875,102.005,101.815,0.02%,63.49,63.9,63.425,0.08%
451,05/10/2015,101.855,101.905,101.755,-0.02%,63.44,64.39,63.347,-0.43%
452,05/03/2015,101.88,101.97,101.66,0.02%,63.711,64.29,63.31,-0.01%
453,04/26/2015,101.855,101.955,101.555,0.01%,63.719,63.78,63.027,0.09%
454,04/19/2015,101.845,102.055,101.575,-0.05%,63.662,63.683,62.5,1.78%
455,04/12/2015,101.895,102.055,101.855,0.00%,62.55,62.575,62.18,0.44%
456,04/05/2015,101.9,102.04,101.79,0.02%,62.276,62.43,61.93,0.51%
457,03/29/2015,101.875,102.075,101.715,-0.02%,61.96,62.7,61.936,-0.90%
458,03/22/2015,101.895,102.245,101.705,0.05%,62.523,62.851,62.14,0.18%
459,03/15/2015,101.845,101.985,101.615,0.09%,62.41,63.145,62.375,-1.07%
460,03/08/2015,101.75,102.05,101.75,-0.10%,63.083,63.126,62.398,1.00%
461,03/01/2015,101.85,102.0,101.6,0.15%,62.46,62.463,61.659,1.30%
462,02/22/2015,101.7,101.87,101.35,0.35%,61.659,62.36,61.658,-0.72%
463,02/15/2015,101.35,101.6,101.05,0.15%,62.109,62.361,62.005,0.05%
464,02/08/2015,101.2,101.52,100.9,0.10%,62.076,62.54,61.93,0.17%
465,02/01/2015,101.1,101.34,100.65,0.45%,61.97,62.08,61.56,-0.08%
466,01/25/2015,100.65,101.0,100.55,0.10%,62.02,62.035,61.265,0.94%
467,01/18/2015,100.55,100.95,100.55,-0.05%,61.44,61.91,61.373,-0.70%
468,01/11/2015,100.6,101.0,100.6,-0.35%,61.87,62.35,61.485,-0.78%
469,01/04/2015,100.95,101.25,100.4,0.50%,62.355,63.63,62.3,-1.47%
470,12/28/2014,100.45,100.85,100.4,0.00%,63.285,63.805,63.045,-0.44%
471,12/21/2014,100.45,100.8,99.4,-0.10%,63.562,63.69,63.135,0.50%
472,12/14/2014,100.55,101.5,100.35,-0.89%,63.245,63.885,62.205,1.15%
473,12/07/2014,101.45,102.17,101.32,-0.34%,62.525,62.535,61.77,0.98%
474,11/30/2014,101.8,101.97,101.55,0.20%,61.918,62.245,61.78,-0.47%
475,11/23/2014,101.6,102.28,101.35,-0.05%,62.21,62.25,61.665,0.72%
476,11/16/2014,101.65,102.7,101.55,-0.73%,61.767,62.225,61.625,0.08%
477,11/09/2014,102.4,103.04,102.05,-0.34%,61.715,61.86,61.37,0.32%
478,11/02/2014,102.75,103.4,102.75,-0.24%,61.52,61.7,61.3,0.19%
479,10/26/2014,103.0,103.13,102.75,0.24%,61.405,61.615,61.162,0.38%
480,10/19/2014,102.75,103.07,102.5,-0.05%,61.17,61.38,61.01,-0.32%
481,10/12/2014,102.8,102.9,102.4,0.29%,61.365,61.95,60.935,0.13%
482,10/05/2014,102.5,102.8,102.5,-0.19%,61.285,61.53,60.91,-0.42%
483,09/28/2014,102.7,102.88,102.65,0.02%,61.545,61.96,61.15,0.65%
484,09/21/2014,102.68,103.0,102.2,0.47%,61.145,61.625,60.745,0.47%
485,09/14/2014,102.2,102.65,102.0,0.15%,60.86,61.215,60.66,0.34%
486,09/07/2014,102.05,102.55,101.1,0.20%,60.655,61.04,60.203,0.43%
487,08/31/2014,101.85,102.75,101.0,0.74%,60.395,60.695,60.335,-0.21%
488,08/24/2014,101.1,101.3,99.88,1.15%,60.52,60.707,60.36,0.08%
489,08/17/2014,99.95,100.0,98.85,1.11%,60.47,60.885,60.365,-0.51%
490,08/10/2014,98.85,98.93,98.75,0.10%,60.78,61.315,60.775,-0.60%
491,08/03/2014,98.75,98.9,98.7,0.02%,61.145,61.745,60.695,-0.11%
492,07/27/2014,98.73,98.95,98.58,-0.07%,61.215,61.225,60.06,1.92%
493,07/20/2014,98.8,98.95,98.65,0.10%,60.06,60.35,59.935,-0.37%
494,07/13/2014,98.7,98.94,98.65,0.03%,60.285,60.455,59.905,0.32%
495,07/06/2014,98.675,98.775,98.425,-0.03%,60.095,60.315,59.585,0.62%
496,06/29/2014,98.7,98.92,98.35,0.27%,59.725,60.27,59.53,-0.53%
497,06/22/2014,98.43,98.7,98.25,0.13%,60.045,60.4,60.015,-0.22%
498,06/15/2014,98.3,98.7,98.28,-0.28%,60.175,60.545,59.715,0.78%
499,06/08/2014,98.58,98.75,98.4,-0.10%,59.71,59.81,58.98,0.90%
500,06/01/2014,98.68,98.9,98.6,-0.22%,59.175,59.455,59.065,-0.03%
501,05/25/2014,98.9,98.93,98.5,0.41%,59.195,59.23,58.42,1.14%
502,05/18/2014,98.5,98.96,98.15,-0.05%,58.525,58.875,58.255,-0.10%
503,05/11/2014,98.55,98.95,98.2,-0.30%,58.585,60.125,58.585,-2.30%
504,05/04/2014,98.85,98.88,98.1,0.76%,59.965,60.245,59.87,-0.37%
505,04/27/2014,98.1,98.15,97.5,0.53%,60.185,60.75,60.105,-0.76%
506,04/20/2014,97.58,97.6,95.8,1.20%,60.645,61.195,60.265,0.58%
507,04/13/2014,96.42,98.27,96.1,-1.76%,60.295,60.505,60.185,0.19%
508,04/06/2014,98.15,98.52,97.95,0.08%,60.18,60.345,59.765,0.16%
509,03/30/2014,98.07,98.1,97.7,-0.01%,60.085,60.398,59.575,0.33%
510,03/23/2014,98.08,99.4,97.95,-1.33%,59.89,60.86,59.69,-1.66%
511,03/16/2014,99.4,102.8,97.8,-3.31%,60.9,61.385,60.865,-0.50%
512,03/09/2014,102.8,105.03,102.8,-2.00%,61.205,61.555,60.605,0.20%
513,03/02/2014,104.9,105.13,104.9,-0.08%,61.085,62.145,60.945,-1.15%
514,02/23/2014,104.98,105.05,104.7,0.12%,61.795,62.16,61.755,-0.56%
515,02/16/2014,104.85,105.5,104.8,-0.52%,62.14,62.45,61.83,0.46%
516,02/09/2014,105.4,105.63,105.35,-0.11%,61.855,62.495,61.845,-0.72%
517,02/02/2014,105.52,105.63,105.3,0.07%,62.305,62.835,62.25,-0.61%
518,01/26/2014,105.45,105.61,105.3,0.14%,62.685,63.325,62.105,-0.02%
519,01/19/2014,105.3,105.9,105.3,-0.19%,62.695,62.745,61.465,1.87%
520,01/12/2014,105.5,105.69,105.1,0.38%,61.545,61.715,61.32,-0.58%
521,01/05/2014,105.1,105.78,105.1,-0.38%,61.907,62.475,61.825,-0.46%
522,12/29/2013,105.5,106.3,105.1,-0.66%,62.19,62.565,61.718,0.40%
523,12/22/2013,106.2,107.35,106.11,-0.89%,61.94,62.175,61.724,-0.10%
524,12/15/2013,107.15,108.41,107.05,-1.11%,62.0,62.495,61.63,-0.31%
525,12/08/2013,108.35,108.7,108.3,-0.09%,62.195,62.297,60.84,1.24%
526,12/01/2013,108.45,108.62,107.6,0.79%,61.435,62.538,61.273,-1.54%
527,11/24/2013,107.6,107.75,107.35,0.09%,62.399,62.7,62.15,-0.53%
528,11/17/2013,107.5,107.65,107.3,0.09%,62.733,63.095,61.88,-0.39%
529,11/10/2013,107.4,107.47,106.85,0.47%,62.98,63.91,62.925,0.80%
530,11/03/2013,106.9,106.96,106.1,0.47%,62.48,62.834,61.615,1.18%
531,10/27/2013,106.4,106.62,106.03,0.28%,61.75,62.025,61.085,0.46%
532,10/20/2013,106.1,106.28,105.7,-0.05%,61.465,61.845,61.085,0.37%
533,10/13/2013,106.15,106.36,105.95,-0.05%,61.24,61.955,60.94,0.36%
534,10/06/2013,106.2,106.29,105.65,0.52%,61.02,62.31,60.96,-0.68%
535,09/29/2013,105.65,106.7,105.3,0.05%,61.435,63.035,61.255,-1.73%
536,09/22/2013,105.6,106.15,105.0,0.57%,62.515,62.92,61.773,0.45%
537,09/15/2013,105.0,105.05,104.6,0.29%,62.235,63.635,61.65,-1.81%
538,09/08/2013,104.7,105.04,104.5,0.00%,63.38,64.555,62.925,-2.86%
539,09/01/2013,104.7,105.04,104.4,0.14%,65.245,68.605,65.005,-0.70%
540,08/25/2013,104.55,104.58,103.5,1.01%,65.705,68.805,63.643,3.96%
541,08/18/2013,103.5,103.76,102.75,0.63%,63.205,65.575,62.24,2.50%
542,08/11/2013,102.85,102.9,102.1,0.64%,61.665,62.015,60.495,1.62%
543,08/04/2013,102.2,102.55,101.9,0.25%,60.68,61.868,60.68,-0.70%
544,07/28/2013,101.95,102.16,101.25,0.59%,61.105,61.2,58.955,3.49%
545,07/21/2013,101.35,101.52,100.5,0.65%,59.046,59.882,58.706,-0.50%
546,07/14/2013,100.7,101.0,100.06,0.54%,59.34,60.085,59.05,-0.92%
547,07/07/2013,100.16,100.27,99.85,0.11%,59.891,61.22,59.33,-0.56%
548,06/30/2013,100.05,100.3,99.4,0.50%,60.23,60.6,58.971,1.17%
549,06/23/2013,99.55,99.55,98.8,0.66%,59.533,60.77,59.21,0.44%
550,06/16/2013,98.9,99.02,98.4,0.36%,59.275,59.98,57.555,3.08%
551,06/09/2013,98.55,98.63,98.4,0.02%,57.505,58.995,57.172,0.77%
552,06/02/2013,98.53,98.64,98.4,0.01%,57.065,57.135,56.315,0.86%
553,05/26/2013,98.52,98.67,98.2,0.12%,56.58,56.77,55.53,1.36%
554,05/19/2013,98.4,98.59,98.2,-0.10%,55.82,56.02,54.95,1.69%
555,05/12/2013,98.5,98.65,98.32,0.07%,54.895,55.035,54.55,0.16%
556,05/05/2013,98.43,98.55,98.22,0.11%,54.81,54.9,53.78,1.86%
557,04/28/2013,98.32,98.57,98.22,-0.16%,53.81,54.408,53.64,-1.05%
558,04/21/2013,98.48,98.54,98.3,0.08%,54.38,54.445,53.925,0.82%
559,04/14/2013,98.4,98.5,98.2,0.10%,53.94,54.805,53.77,-1.06%
560,04/07/2013,98.3,98.5,98.1,-0.12%,54.52,54.85,54.26,-0.53%
561,03/31/2013,98.42,98.51,98.1,-0.03%,54.81,54.955,54.175,0.97%
562,03/24/2013,98.45,98.55,98.1,0.18%,54.285,54.515,54.055,-0.12%
563,03/17/2013,98.27,98.33,97.95,0.11%,54.35,54.57,53.9,0.59%
564,03/10/2013,98.16,98.17,97.65,0.42%,54.03,54.531,53.98,-0.59%
565,03/03/2013,97.75,98.31,97.65,-0.51%,54.35,55.14,54.275,-1.01%
566,02/24/2013,98.25,98.31,98.05,0.10%,54.905,54.945,53.605,1.15%
567,02/17/2013,98.15,98.3,98.0,0.03%,54.28,54.625,54.03,-0.08%
568,02/10/2013,98.12,98.22,97.82,0.20%,54.325,54.355,53.515,1.36%
569,02/03/2013,97.92,98.0,97.6,0.12%,53.595,53.685,52.895,0.80%
570,01/27/2013,97.8,97.9,97.55,0.05%,53.17,54.055,53.075,-1.17%
571,01/20/2013,97.75,97.82,97.55,0.02%,53.8,53.97,53.385,0.10%
572,01/13/2013,97.73,97.75,97.22,0.39%,53.745,54.9,53.715,-2.06%
573,01/06/2013,97.35,97.6,97.18,-0.15%,54.875,55.395,54.36,-0.12%
574,12/30/2012,97.5,97.68,96.95,0.15%,54.94,55.185,54.17,0.33%
575,12/23/2012,97.35,97.78,97.15,-0.24%,54.76,55.215,54.685,-0.55%
576,12/16/2012,97.58,98.34,97.3,-0.12%,55.065,55.285,54.285,1.14%
577,12/09/2012,97.7,98.0,96.7,0.93%,54.445,54.695,54.115,0.18%
578,12/02/2012,96.8,96.82,96.43,0.23%,54.345,54.975,54.03,0.15%
579,11/25/2012,96.58,96.73,95.95,0.50%,54.265,55.885,54.23,-2.14%
580,11/18/2012,96.1,96.2,95.85,0.10%,55.45,55.61,54.79,0.52%
581,11/11/2012,96.0,96.15,95.7,0.00%,55.165,55.195,54.585,1.04%
582,11/04/2012,96.0,96.38,95.7,0.21%,54.595,54.808,53.765,1.45%
583,10/28/2012,95.8,96.04,95.4,-0.05%,53.815,54.209,53.602,0.49%
584,10/21/2012,95.85,95.95,95.32,0.42%,53.555,53.895,53.34,-0.54%
585,10/14/2012,95.45,95.6,95.2,-0.05%,53.845,53.995,52.675,1.96%
586,10/07/2012,95.5,95.66,95.3,-0.02%,52.81,53.185,51.745,1.72%
587,09/30/2012,95.52,95.6,94.77,0.65%,51.915,53.015,51.365,-1.78%
588,09/23/2012,94.9,95.05,94.44,0.26%,52.855,53.635,52.505,-0.96%
589,09/16/2012,94.65,94.71,94.35,0.00%,53.365,54.42,53.33,-1.73%
590,09/09/2012,94.65,94.82,94.42,-0.11%,54.305,55.545,54.295,-1.91%
591,09/02/2012,94.75,94.92,94.45,0.21%,55.365,56.03,55.275,-0.29%
592,08/26/2012,94.55,95.03,94.4,-0.42%,55.525,55.885,55.345,0.04%
593,08/19/2012,94.95,95.0,94.32,0.45%,55.505,55.685,55.13,-0.41%
594,08/12/2012,94.52,94.95,94.0,0.45%,55.735,56.04,55.188,0.81%
595,08/05/2012,94.1,94.43,93.9,-0.63%,55.285,55.655,54.96,-0.84%
596,07/29/2012,94.7,94.8,94.35,0.11%,55.755,56.2,55.135,0.90%
597,07/22/2012,94.6,94.75,94.25,0.19%,55.255,56.445,55.235,-0.13%
598,07/15/2012,94.42,94.76,94.25,0.02%,55.325,55.55,54.767,0.33%
599,07/08/2012,94.4,94.63,93.67,0.32%,55.145,56.075,55.105,-0.48%
600,07/01/2012,94.1,94.89,93.9,-0.51%,55.41,55.92,54.18,-0.18%
601,06/24/2012,94.58,94.76,94.25,0.08%,55.51,57.25,55.51,-2.83%
602,06/17/2012,94.5,94.6,93.73,0.32%,57.125,57.33,55.265,3.12%
603,06/10/2012,94.2,94.59,94.05,-0.16%,55.395,56.08,55.02,-0.05%
604,06/03/2012,94.35,94.4,93.33,0.67%,55.425,55.92,54.83,-0.22%
605,05/27/2012,93.72,94.2,91.56,2.09%,55.545,56.53,55.02,0.31%
606,05/20/2012,91.8,92.32,90.66,0.93%,55.375,56.392,54.44,1.75%
607,05/13/2012,90.95,91.12,90.68,-0.03%,54.425,54.915,53.535,1.47%
608,05/06/2012,90.98,91.01,90.66,0.20%,53.635,53.915,52.675,0.30%
609,04/29/2012,90.8,91.15,90.64,-0.16%,53.475,53.925,52.395,1.77%
610,04/22/2012,90.95,91.04,90.64,0.17%,52.545,52.87,51.945,0.90%
611,04/15/2012,90.8,90.88,90.5,0.22%,52.075,52.205,51.335,1.02%
612,04/08/2012,90.6,90.85,90.5,0.00%,51.55,51.65,51.03,0.85%
613,04/01/2012,90.6,90.8,90.07,-0.02%,51.115,51.235,50.514,0.47%
614,03/25/2012,90.62,90.88,90.5,-0.28%,50.875,51.49,50.565,-0.59%
615,03/18/2012,90.87,90.9,90.5,0.30%,51.175,51.295,50.072,2.06%
616,03/11/2012,90.6,90.89,90.48,-0.17%,50.14,50.5,49.725,0.76%
617,03/04/2012,90.75,91.15,90.55,-0.33%,49.76,50.763,49.48,0.47%
618,02/26/2012,91.05,91.13,90.75,0.11%,49.525,49.605,48.835,1.04%
619,02/19/2012,90.95,91.0,90.6,0.11%,49.015,49.335,48.94,-0.63%
620,02/12/2012,90.85,90.99,90.5,0.11%,49.325,49.555,49.105,-0.07%
621,02/05/2012,90.75,90.9,90.4,0.28%,49.36,49.77,48.61,1.54%
622,01/29/2012,90.5,90.54,90.1,0.33%,48.61,49.815,48.61,-1.59%
623,01/22/2012,90.2,90.39,89.95,-0.06%,49.395,50.415,49.305,-1.66%
624,01/15/2012,90.25,90.5,89.75,-0.06%,50.23,51.805,50.08,-2.35%
625,01/08/2012,90.3,91.16,89.7,-0.44%,51.44,52.885,51.31,-2.35%
626,01/01/2012,90.7,90.8,89.77,0.91%,52.68,53.35,52.615,-0.63%
627,12/25/2011,89.88,90.11,89.27,0.65%,53.015,53.495,52.665,0.43%
628,12/18/2011,89.3,90.08,89.0,-0.45%,52.79,53.25,52.4,0.55%
629,12/11/2011,89.7,89.95,88.95,0.73%,52.5,54.33,52.13,1.20%
630,12/04/2011,89.05,89.52,88.8,-0.45%,51.875,52.355,50.945,1.50%
631,11/27/2011,89.45,89.55,87.8,1.82%,51.11,52.435,51.11,-1.98%
632,11/20/2011,87.85,88.1,87.1,0.72%,52.14,52.735,51.1,1.77%
633,11/13/2011,87.22,87.25,86.45,0.56%,51.235,51.405,49.865,2.46%
